transaction_id,amount,transaction_type,country,is_international,account_age_days,num_prev_transactions,device_trusted,fraud
418,39.85,withdrawal,US,0,672,2,1,0
419,111.63,pos,US,1,4450,962,1,0
420,139.58,withdrawal,FR,0,2136,469,0,0
421,156.82,pos,IN,0,4006,876,0,0
422,155.88,pos,CN,1,692,508,0,0
423,9.56,pos,IN,0,1474,399,1,0
424,68.2,online,CN,0,1304,185,1,0
425,5.93,withdrawal,US,1,2155,378,1,0
426,79.75,withdrawal,UK,0,3908,198,0,0
427,58.26,online,DE,1,3438,930,0,0
428,218.66,withdrawal,FR,1,2841,587,1,0
429,43.22,withdrawal,IN,1,1710,56,0,0
430,12.45,withdrawal,DE,0,1922,268,0,0
431,15.43,online,UK,0,1298,578,0,0
432,143.34,withdrawal,CN,0,2848,575,0,0
433,96.29,online,CN,0,660,564,1,0
434,10.66,pos,IN,1,915,926,0,0
435,8.79,online,US,0,694,207,0,0
436,120.72,withdrawal,IN,0,4101,48,1,0
437,7.55,online,US,1,4788,591,1,0
438,172.52,pos,US,0,2363,364,0,0
439,122.5,withdrawal,CN,0,2101,279,0,0
440,8.48,withdrawal,FR,0,2846,980,1,0
441,8.87,pos,UK,1,1605,603,1,0
442,431.55,online,CN,1,3369,309,1,0
443,46.88,pos,US,1,4924,207,1,0
444,46.31,withdrawal,IN,1,3375,291,0,0
445,167.56,pos,US,1,3203,942,0,0
446,294.22,withdrawal,IN,0,2886,577,1,0
447,426.88,withdrawal,FR,0,838,155,0,0
448,139.99,pos,UK,1,4887,393,1,0
449,47.2,pos,DE,1,3150,399,1,0
450,8.72,pos,CN,1,450,483,0,0
451,150.12,online,IN,0,3999,509,1,1
452,81.74,withdrawal,CN,1,41,506,0,0
453,55.2,withdrawal,DE,0,1945,241,0,0
454,236.82,withdrawal,IN,0,1343,837,1,0
455,11.79,pos,US,0,588,935,1,0
456,67.85,withdrawal,DE,0,1329,881,1,0
457,1.14,pos,FR,1,3383,44,0,0
458,63.24,pos,CN,0,1053,919,1,0
459,5.8,online,UK,1,4797,486,1,0
460,12.65,withdrawal,DE,0,3102,922,1,0
461,12.5,online,US,0,4163,66,0,0
462,104.76,pos,IN,0,3959,886,0,0
463,137.06,withdrawal,FR,0,2086,444,0,0
464,87.56,withdrawal,US,1,4718,143,1,0
465,327.47,withdrawal,US,1,1156,591,0,0
466,46.98,withdrawal,FR,0,4554,341,0,1
467,33.65,pos,US,0,4751,294,1,0
468,202.95,withdrawal,US,1,4701,372,0,0
469,25.31,withdrawal,IN,0,2939,96,0,0
470,330.29,withdrawal,DE,1,4689,286,0,0
471,1.22,online,US,1,2217,78,1,0
472,350.25,withdrawal,IN,0,550,64,0,0
473,4.41,online,CN,1,2924,718,1,0
474,221.77,online,UK,0,4564,323,0,0
475,75.01,withdrawal,DE,1,3586,955,0,0
476,495.68,pos,CN,1,145,472,1,0
477,7.67,pos,DE,1,876,787,1,0
478,80.71,withdrawal,US,0,3443,301,1,0
479,348.36,pos,IN,0,3858,941,1,0
480,74.04,withdrawal,IN,1,4116,524,0,0
481,99.26,withdrawal,CN,1,4529,587,0,0
482,118.99,withdrawal,UK,1,1771,508,1,0
483,60.61,pos,DE,1,2037,950,0,0
484,98.77,pos,FR,0,906,284,1,0
485,87.78,withdrawal,CN,1,738,634,0,0
486,231.42,withdrawal,UK,1,3108,232,0,0
487,4.65,pos,CN,1,4961,607,1,0
488,32.98,withdrawal,US,1,1420,901,0,0
489,300.4,online,FR,1,2391,603,1,0
490,220.97,online,US,0,4198,25,0,0
491,60.82,pos,US,0,693,973,1,0
492,96.79,online,IN,1,2146,425,1,0
493,32.49,pos,CN,1,517,823,1,0
494,20.84,online,US,0,1013,306,1,0
495,62.31,pos,CN,1,2786,253,0,0
496,43.6,online,DE,1,2787,596,1,0
497,87.62,pos,DE,1,400,435,1,0
498,8.09,online,IN,0,62,817,1,0
499,366.5,withdrawal,US,1,565,632,0,0
500,428.39,pos,IN,1,1733,50,0,0
501,119.79,withdrawal,IN,1,2511,415,1,1
502,76.81,pos,US,1,966,268,0,0
503,37.04,pos,UK,0,1748,705,1,0
504,168.09,pos,DE,0,3681,237,0,0
505,115.43,withdrawal,FR,0,2113,110,0,0
506,17.75,pos,FR,0,2285,603,1,0
507,241.83,pos,IN,1,1984,172,1,0
508,172.9,pos,UK,0,271,92,1,0
509,299.17,online,CN,0,1381,171,0,0
510,129.36,withdrawal,CN,0,4224,814,0,0
511,95.04,pos,CN,1,213,255,0,0
512,54.17,withdrawal,US,0,3622,623,1,0
513,269.9,withdrawal,IN,0,2606,872,0,0
514,201.04,online,US,1,395,439,1,0
515,4.63,withdrawal,DE,0,415,690,1,0
516,2.67,online,IN,1,1453,837,1,0
517,47.23,withdrawal,DE,1,4199,776,1,1
518,166.36,online,FR,0,3113,427,0,0
519,436.43,online,CN,0,2744,337,1,0
520,16.3,withdrawal,IN,1,1232,91,1,0
521,90.17,withdrawal,UK,1,1634,213,0,0
522,47.95,pos,UK,1,1243,735,0,0
523,350.37,online,IN,1,4909,95,1,0
524,184.59,withdrawal,IN,1,205,171,1,0
525,182.22,pos,CN,0,2282,333,0,0
526,63.24,withdrawal,IN,1,4763,847,0,0
527,53.58,online,UK,1,4181,361,0,0
528,31.94,pos,US,0,4782,521,1,0
529,5.8,withdrawal,CN,1,1535,496,0,0
530,200.04,pos,CN,0,4176,450,0,0
531,167.61,withdrawal,DE,0,2210,902,0,0
532,817.24,withdrawal,FR,1,1472,893,0,0
533,569.49,online,UK,0,1357,725,1,0
534,81.07,pos,UK,0,754,487,0,0
535,146.53,withdrawal,CN,0,3834,85,0,0
536,289.62,withdrawal,US,1,1144,550,1,0
537,189.48,pos,IN,0,414,522,1,0
538,28.42,pos,FR,1,545,691,1,0
539,59.88,pos,DE,0,2099,826,0,0
540,13.83,pos,UK,1,65,443,1,0
541,308.02,online,FR,0,3898,632,0,0
542,93.18,online,FR,0,2611,977,0,0
543,25.96,online,IN,1,134,366,0,0
544,111.38,pos,IN,1,197,143,1,0
545,96.27,online,US,1,1242,566,1,0
546,44.34,withdrawal,DE,0,1577,742,0,0
547,12.05,online,DE,0,3239,650,1,0
548,111.34,withdrawal,US,0,468,44,1,0
549,73.46,withdrawal,FR,0,182,132,1,0
550,147.98,online,CN,0,4501,840,1,0
551,73.43,withdrawal,US,1,2666,524,1,0
552,191.18,withdrawal,DE,0,3555,604,1,0
553,80.28,online,UK,0,3868,98,0,0
554,82.31,withdrawal,US,0,2888,364,1,0
555,209.28,online,CN,1,3479,758,1,0
556,51.66,pos,CN,1,4370,340,1,0
557,14.39,pos,IN,1,1224,713,1,0
558,2.92,withdrawal,US,0,1389,164,0,0
559,140.71,withdrawal,FR,0,3956,220,0,0
560,96.84,withdrawal,US,0,3153,97,1,0
561,121.77,online,DE,0,4228,777,1,0
562,23.95,pos,CN,0,3560,757,0,0
563,14.66,pos,FR,1,1925,62,1,0
564,1.47,pos,CN,0,4334,542,0,0
565,43.17,pos,IN,0,4349,994,1,0
566,89.14,withdrawal,UK,1,145,606,0,0
567,49.8,pos,DE,0,2261,528,0,0
568,57.53,pos,UK,0,4092,320,0,0
569,234.51,withdrawal,US,0,670,12,1,0
570,42.81,withdrawal,DE,0,2519,186,0,0
571,72.15,online,UK,0,3796,150,0,0
572,153.09,withdrawal,CN,1,3819,966,1,0
573,50.51,pos,UK,0,1450,38,0,0
574,97.31,pos,CN,1,1967,194,1,0
575,198.31,pos,DE,0,2179,968,0,0
576,298.62,online,FR,0,1936,456,0,0
577,15.91,online,FR,1,1416,955,1,0
578,261.17,online,DE,0,1044,124,0,1
579,67.75,withdrawal,FR,0,630,217,0,0
580,29.87,pos,DE,0,2270,897,0,0
581,61.46,online,CN,1,4173,996,0,0
582,391.37,pos,DE,0,319,224,0,0
583,67.85,online,FR,1,512,137,0,0
584,39.86,withdrawal,UK,0,4172,415,1,0
585,100.35,withdrawal,IN,0,3916,695,0,0
586,27.46,pos,DE,0,3597,633,1,0
587,7.89,pos,CN,0,2603,413,0,0
588,13.8,online,IN,0,1620,257,0,0
589,13.7,pos,UK,1,2255,607,1,0
590,16.48,pos,UK,1,2133,816,0,0
591,14.95,pos,IN,0,860,150,0,0
592,102.41,pos,DE,0,3249,307,0,0
593,20.07,pos,US,1,619,471,0,0
594,42.41,pos,UK,1,4425,761,0,0
595,227.1,withdrawal,DE,0,3923,96,0,0
